label,message
social,Hey! Let's catch up this Saturday at Gold Reef. Been too long! Tasha
social,Howzit? Meeting at Gold Reef this this Saturday? Let me know. Lerato
social,Hey! Let's catch up during lunch at UJ Library. Been too long! Zinhle
promotional,Save big at MTN Pretoria. 50% off ends end of month.
social,Howzit? Meeting at Nandos this on Heritage Day? Let me know. Zinhle
social,Howzit? Meeting at Menlyn this during lunch? Let me know. Tasha
promotional,Don't miss out! Checkers has a special deal at Sandton until 31 May.
spam,Immediate action required: Free Bursary waiting. Text YES to +27631234567.
spam,Exclusive Forex Profits offer for you. Act fast! Call +27765432100 now.
spam,Congrats! You've won a Free Bursary. Contact +27791234567 to claim your prize.
ham,Stellenbosch reminder: Your fee deadline is scheduled for tomorrow. Check your student portal.
promotional,This weekend only: limited-time at Checkers stores near Cape Town.
ham,Don't forget your res meeting at NWU on this weekend. All the best!
ham,Important: NWU class cancellations on next Friday. Check emails.
ham,Important: NWU class cancellations on tomorrow. Check emails.
promotional,Shop now at MTN Durban for weekend till tomorrow!
social,Miss you! Let's link up after work near Gold Reef. Sipho
ham,NWU: Fee payment deadline is end of month. Please pay promptly.
social,Hey! Let's catch up after work at Menlyn. Been too long! Tasha
ham,Campus update from Rhodes: assignment changes for 31 May. Stay informed.
promotional,Save big at Pick n Pay Cape Town. weekend ends 31 May.
promotional,This weekend only: back-to-school at Pick n Pay stores near Polokwane.
social,"Yo Themba, you coming to Gautrain this this Saturday?"
ham,Campus update from UCT: fee deadline changes for this weekend. Stay informed.
ham,Rhodes: Fee payment deadline is today. Please pay promptly.
ham,Important: UP class cancellations on tomorrow. Check emails.
ham,Campus update from Wits: tutorial changes for tomorrow. Stay informed.
ham,UKZN: Fee payment deadline is tomorrow. Please pay promptly.
social,Miss you! Let's link up this weekend near Gold Reef. Sipho
ham,Don't forget your class at Wits on this weekend. All the best!
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27765432100. RICA rules apply.
promotional,This weekend only: weekend at Vodacom stores near Soweto.
ham,Wits reminder: Your assignment is scheduled for this weekend. Check your student portal.
ham,Campus update from Stellenbosch: tutorial changes for 31 May. Stay informed.
spam,Immediate action required: Forex Profits waiting. Text YES to +27765432100.
social,Hey! Let's catch up after work at Menlyn. Been too long! Themba
social,"Yo Zinhle, you coming to your place this after work?"
promotional,Don't miss out! Shoprite has a limited-time deal at Soweto until end of month.
promotional,This weekend only: BOGO at Vodacom stores near Polokwane.
promotional,Shop now at Vodacom Sandton for BOGO till this weekend!
ham,Important: UCT class cancellations on end of month. Check emails.
social,Hey! Let's catch up this weekend at Gautrain. Been too long! Lerato
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Zinhle"
social,"Yo Tasha, you coming to Gautrain this this weekend?"
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27791234567. RICA rules apply.
spam,Congrats! You've won a Forex Profits. Contact +27791234567 to claim your prize.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27791234567.
ham,Important: NWU class cancellations on this weekend. Check emails.
social,Miss you! Let's link up during lunch near Nandos. Tasha
social,Hey! Let's catch up this weekend at Gautrain. Been too long! Sipho
promotional,Save big at Capitec Sandton. BOGO ends this weekend.
social,"Yo Zinhle, you coming to Nandos this this weekend?"
promotional,Don't miss out! Woolworths has a back-to-school deal at Cape Town until today.
ham,UP: Fee payment deadline is tomorrow. Please pay promptly.
ham,Important: UP class cancellations on 31 May. Check emails.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27600012345 now.
ham,Don't forget your res meeting at UP on tomorrow. All the best!
promotional,Don't miss out! Vodacom has a special deal at Polokwane until 31 May.
promotional,Don't miss out! MTN has a back-to-school deal at Durban until next Friday.
ham,Important: UKZN class cancellations on end of month. Check emails.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27765432100 for pricing.
promotional,Exclusive offer from Checkers: 50% off available now in Sandton!
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27831234567.
social,"Got plans for on Heritage Day? Join us at Gautrain. Cheers, Zinhle"
promotional,Shop now at Shoprite Polokwane for special till end of month!
promotional,Shop now at Pick n Pay Pretoria for back-to-school till this weekend!
social,Miss you! Let's link up after work near your place. Themba
social,"Got plans for on Heritage Day? Join us at Menlyn. Cheers, Sipho"
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27831234567 now.
promotional,Don't miss out! Woolworths has a special deal at Sandton until tomorrow.
ham,Important: UP class cancellations on this weekend. Check emails.
spam,Immediate action required: Forex Profits waiting. Text YES to +27631234567.
promotional,Save big at Shoprite Sandton. BOGO ends end of month.
ham,Important: UCT class cancellations on this weekend. Check emails.
social,"Yo Sipho, you coming to Gold Reef this this Saturday?"
social,"Got plans for during lunch? Join us at Gautrain. Cheers, Zinhle"
social,"Yo Lerato, you coming to Gold Reef this after work?"
promotional,Save big at Capitec Soweto. back-to-school ends today.
ham,UKZN reminder: Your tutorial is scheduled for end of month. Check your student portal.
social,Miss you! Let's link up during lunch near Nandos. Sipho
promotional,Exclusive offer from Checkers: back-to-school available now in Soweto!
spam,URGENT: Claim your Free Bursary now! Reply YES or call +27631234567. RICA rules apply.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27765432100 for pricing.
ham,Important: UNISA class cancellations on tomorrow. Check emails.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27765432100.
social,Miss you! Let's link up after work near Gold Reef. Zinhle
social,Miss you! Let's link up this Saturday near Nandos. Sipho
social,"Got plans for this Saturday? Join us at your place. Cheers, Themba"
spam,Exclusive NSFAS Grant offer for you. Act fast! Call +27831234567 now.
promotional,Exclusive offer from MTN: 50% off available now in Soweto!
promotional,This weekend only: special at Capitec stores near Cape Town.
ham,Don't forget your class at UJ on tomorrow. All the best!
promotional,Shop now at MTN Sandton for 50% off till tomorrow!
social,"Got plans for this Saturday? Join us at Menlyn. Cheers, Sipho"
ham,Don't forget your tutorial at UCT on 31 May. All the best!
ham,Wits: Fee payment deadline is today. Please pay promptly.
promotional,Exclusive offer from Shoprite: weekend available now in Cape Town!
promotional,Don't miss out! Shoprite has a weekend deal at Polokwane until next Friday.
spam,Congrats! You've won a NSFAS Grant. Contact +27631234567 to claim your prize.
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27765432100.
promotional,Exclusive offer from Shoprite: limited-time available now in Sandton!
social,Hey! Let's catch up this weekend at Gautrain. Been too long! Tasha
social,Miss you! Let's link up this weekend near UJ Library. Lerato
social,Miss you! Let's link up during lunch near UJ Library. Sipho
ham,Don't forget your fee deadline at Stellenbosch on this weekend. All the best!
social,"Yo Tasha, you coming to Menlyn this on Heritage Day?"
social,"Got plans for after work? Join us at Gautrain. Cheers, Themba"
spam,Don't miss out on NSFAS Grant. Call +27600012345 to secure funds today.
ham,UNISA: Fee payment deadline is next Friday. Please pay promptly.
social,Howzit? Meeting at Menlyn this this Saturday? Let me know. Sipho
promotional,Shop now at Capitec Durban for BOGO till 31 May!
spam,Congrats! You've won a SARS Refund. Contact +27631234567 to claim your prize.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
promotional,This weekend only: BOGO at Shoprite stores near Durban.
social,"Got plans for this Saturday? Join us at Nandos. Cheers, Sipho"
promotional,Exclusive offer from Pick n Pay: weekend available now in Sandton!
promotional,Shop now at MTN Pretoria for 50% off till today!
social,Howzit? Meeting at Gold Reef this this Saturday? Let me know. Lerato
promotional,This weekend only: 50% off at Vodacom stores near Pretoria.
social,"Yo Zinhle, you coming to UJ Library this after work?"
promotional,Exclusive offer from MTN: weekend available now in Soweto!
ham,Don't forget your assignment at UP on next Friday. All the best!
social,Miss you! Let's link up after work near Menlyn. Zinhle
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27831234567 now.
promotional,This weekend only: limited-time at Woolworths stores near Polokwane.
promotional,Shop now at Shoprite Polokwane for back-to-school till today!
social,Howzit? Meeting at Gautrain this during lunch? Let me know. Sipho
promotional,Exclusive offer from Woolworths: limited-time available now in Polokwane!
ham,Campus update from UKZN: res meeting changes for end of month. Stay informed.
promotional,Exclusive offer from Capitec: limited-time available now in Pretoria!
social,"Yo Lerato, you coming to Nandos this after work?"
spam,Congrats! You've won a NSFAS Grant. Contact +27631234567 to claim your prize.
promotional,Save big at Checkers Cape Town. 50% off ends next Friday.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27791234567.
social,Miss you! Let's link up during lunch near UJ Library. Tasha
promotional,Exclusive offer from Vodacom: 50% off available now in Sandton!
promotional,Shop now at Capitec Pretoria for 50% off till this weekend!
promotional,This weekend only: BOGO at Woolworths stores near Soweto.
social,"Got plans for on Heritage Day? Join us at Menlyn. Cheers, Lerato"
promotional,Don't miss out! Pick n Pay has a weekend deal at Durban until this weekend.
spam,Don't miss out on Free Bursary. Call +27831234567 to secure funds today.
promotional,This weekend only: 50% off at Shoprite stores near Sandton.
ham,NWU: Fee payment deadline is next Friday. Please pay promptly.
promotional,Save big at Checkers Soweto. back-to-school ends today.
social,Miss you! Let's link up during lunch near Menlyn. Zinhle
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27791234567.
promotional,Don't miss out! Shoprite has a special deal at Cape Town until end of month.
promotional,Save big at Shoprite Soweto. back-to-school ends this weekend.
promotional,Shop now at Vodacom Soweto for special till this weekend!
social,Hey! Let's catch up this Saturday at Menlyn. Been too long! Tasha
spam,Don't miss out on Free Bursary. Call +27600012345 to secure funds today.
social,Hey! Let's catch up this Saturday at Nandos. Been too long! Lerato
promotional,Save big at Woolworths Soweto. BOGO ends next Friday.
promotional,Don't miss out! Checkers has a BOGO deal at Polokwane until today.
spam,Immediate action required: Free Bursary waiting. Text YES to +27631234567.
promotional,Exclusive offer from Capitec: back-to-school available now in Cape Town!
social,"Got plans for this weekend? Join us at your place. Cheers, Themba"
ham,Important: UCT class cancellations on 31 May. Check emails.
promotional,Shop now at Capitec Pretoria for BOGO till 31 May!
